T1,CMGMM,KD3,45,0.1,1e-05,2,0.7006,0.7029739799267605,108.45762538909912,18
T1,CMGMM,KD3,45,0.1,1e-05,3,0.6344,0.6457313459361818,114.99363660812378,14
T1,CMGMM,KD3,45,0.1,1e-05,4,0.5705333333333333,0.5846636113539191,127.65380454063416,10
T1,CMGMM,KD3,45,0.1,1e-05,5,0.5623333333333334,0.5676535030504477,126.50548887252808,9
T1,CMGMM,KD3,45,0.1,1e-05,6,0.5063333333333333,0.5186352033510898,134.87499737739563,9
T1,CMGMM,KD3,45,0.1,1e-05,7,0.44826666666666665,0.4703684199156182,146.54145884513855,8
T1,CMGMM,KD3,45,0.1,1e-05,8,0.39726666666666666,0.42285749950094037,146.06422066688538,8
T1,CMGMM,KD3,45,0.1,1e-05,9,0.3958,0.41958394605943933,148.98311805725098,7
T1,CMGMM,KD3,45,0.1,1e-05,10,0.3624,0.39991184091402016,149.13467144966125,4
T1,CMGMM,KD3,45,0.05,1e-05,2,0.7616666666666667,0.7579714599014874,98.87113237380981,37
T1,CMGMM,KD3,45,0.05,1e-05,3,0.7356,0.7371229755179686,101.24731087684631,24
T1,CMGMM,KD3,45,0.05,1e-05,4,0.6574,0.6633993750205807,115.87026381492615,13
T1,CMGMM,KD3,45,0.05,1e-05,5,0.6228,0.633019702658927,116.47314310073853,14
T1,CMGMM,KD3,45,0.05,1e-05,6,0.5504,0.561988221783074,125.82255983352661,11
T1,CMGMM,KD3,45,0.05,1e-05,7,0.5276,0.5501018339168114,129.00493240356445,10
T1,CMGMM,KD3,45,0.05,1e-05,8,0.5108666666666667,0.523710079962527,131.50790929794312,9
T1,CMGMM,KD3,45,0.05,1e-05,9,0.4398666666666667,0.45355165555245974,139.4643268585205,7
T1,CMGMM,KD3,45,0.05,1e-05,10,0.43706666666666666,0.4557903170165864,138.27089762687683,8
T1,CMGMM,KD3,45,0.01,1e-05,2,0.8089333333333333,0.7989507118931652,95.51861929893494,89
T1,CMGMM,KD3,45,0.01,1e-05,3,0.7766,0.7731508883741732,95.2671549320221,59
T1,CMGMM,KD3,45,0.01,1e-05,4,0.7754,0.7719506618883215,97.18358302116394,41
T1,CMGMM,KD3,45,0.01,1e-05,5,0.7740666666666667,0.7681988746652804,96.02675127983093,34
T1,CMGMM,KD3,45,0.01,1e-05,6,0.7138666666666666,0.7139657241339682,96.7037742137909,27
T1,CMGMM,KD3,45,0.01,1e-05,7,0.6677333333333333,0.6715540942708961,104.5436680316925,20
T1,CMGMM,KD3,45,0.01,1e-05,8,0.6352666666666666,0.6399274205434841,108.8456437587738,15
T1,CMGMM,KD3,45,0.01,1e-05,9,0.6125333333333334,0.6260340853165832,113.6260757446289,15
T1,CMGMM,KD3,45,0.01,1e-05,10,0.5744,0.5952293393052632,122.57920598983765,14
